Genus,Species,Brain mass (g),Body mass (g)
Hirundo,rustica,0.545,13.362
Hirundo,rustica,0.554,12.303
Hirundo,rustica,0.613,14.25
Hirundo,rustica,0.551,19.233
Hirundo,rustica,0.464,13.044
Hirundo,rustica,0.526,14.266
Hirundo,rustica,0.314,12.726
Hirundo,rustica,0.382,12.104
Hirundo,rustica,0.61,15.24
Hirundo,rustica,0.879,21
Hirundo,rustica,0.904,21.5
Scolopax,rusticola,2.452,347.043
Scolopax,rusticola,2.596,389.496
Scolopax,rusticola,2.269,365.907
Scolopax,rusticola,2.411,376.324
Scolopax,rusticola,2.541,228.453
Scolopax,rusticola,2.321,337.07
Scolopax,rusticola,2.248,212.611
Scolopax,rusticola,2.51,287.876
Scolopax,rusticola,2.234,297.889
Scolopax,rusticola,2.429,357.463
Scolopax,rusticola,2.262,310.386
Scolopax,rusticola,2.394,177.497
Scolopax,rusticola,2.704,376.18
Scolopax,rusticola,2.122,295.012
Scolopax,rusticola,2.599,389.068
Scolopax,rusticola,2.73,279
Scolopax,rusticola,2.17,302.5
Scolopax,rusticola,2.54,339.5
Scolopax,rusticola,3.17,341.5
Scolopax,rusticola,2.196,331.159
Scolopax,rusticola,2.37,419.982
Scolopax,rusticola,2.617,320.72
Scolopax,rusticola,2.452,377.582
Scolopax,rusticola,2.57,327.2
Scolopax,rusticola,2.135,325.251
Scolopax,rusticola,2.312,290.898
Scolopax,rusticola,2.446,370.189
Scolopax,rusticola,2.924,321.983
Scolopax,rusticola,2.716,338.895
Scolopax,rusticola,2.311,342.438
Scolopax,rusticola,3.036,341.012
Scolopax,rusticola,2.77,308.121
Scolopax,rusticola,2.234,331.661
Scolopax,rusticola,2.757,363.266
Scolopax,rusticola,2.38,281.9
Scolopax,rusticola,2.614,365.555
Scolopax,rusticola,2.25,331
Scolopax,rusticola,2.499,316.213
Scolopax,rusticola,2.947,307.106
Scolopax,rusticola,2.48,328
Scolopax,rusticola,2.326,398.204
Scolopax,rusticola,2.326,298.204
Scolopax,rusticola,1.687,285.197
Scolopax,rusticola,1.687,285.197
Scolopax,rusticola,2.6,273
Scolopax,rusticola,2.05,274.5
Scolopax,rusticola,2.38,279.5
Scolopax,rusticola,2.6,285.4
Scolopax,rusticola,2.3,300.5
Scolopax,rusticola,2.5,307.1
Scolopax,rusticola,2.61,317
Scolopax,rusticola,2.5,320.3
Emberiza,rutila,0.491,18.623
Emberiza,rutila,0.56,15.8
Passer,rutilans,0.648,15.837
Passer,rutilans,0.713,20.863
Sterna,sandvicensis,2.137,180
Sterna,sandvicensis,2.472,175
Tragopan,satyra,4.39,2140
Bubo,scandiaca,15.4,1049
Alisterus,scapularis,3.4,191
Alisterus,scapularis,4.4,145.4
Alisterus,scapularis,3.778,153.08
Alisterus,scapularis,3.996,189.36
Alisterus,scapularis,3.872,219.85
Alisterus,scapularis,3.908,163.18
Alisterus,scapularis,3.52,117.84
Alisterus,scapularis,4.47,266.3
Alisterus,scapularis,5.5,175.1
Alisterus,scapularis,5.5,175.1
Alisterus,scapularis,5.05,212
Alisterus,scapularis,4.751,182.63
Alisterus,scapularis,4.507,139.66
Alisterus,scapularis,4.143,148.2
Alisterus,scapularis,3.632,134.39
Alisterus,scapularis,4.32,201.08
Tauraco,schalowi,3.48,238.4
Emberiza,schoeniclus,0.75,20.1
Emberiza,schoeniclus,0.7,21.5
Emberiza,schoeniclus,0.59,20.1
Acrocephalus,scirpaceus,0.468,12.56
Lophophorus,sclateri,7.35,2765
Charadrius,semipalmatus,0.762,27.946
Charadrius,semipalmatus,0.843,44.279
Spizixos,semitorques,0.92,39.82
Lagonosticta,senegala,0.4,7.35
Lagonosticta,senegala,0.39,6.7
Nectarinia,senegalensis,0.55,9.32
Nectarinia,senegalensis,0.45,9.6
Tchagra,senegalus,1.4,34.6
Poicephalus,senegalus,4.351,100.142
Poicephalus,senegalus,4.385,108.305
Poicephalus,senegalus,4.924,120.858
Francolinus,sephaena,1.5,208
Serinus,serinus,0.497,7.944
Serinus,serinus,0.393,7.872
Serinus,serinus,0.7,11.2
Serinus,serinus,0.71,16.3
Serinus,serinus,0.455,8.92
Serinus,serinus,0.358,8.042
Serinus,serinus,0.57,14.2
Serinus,serinus,0.59,14.49
Serinus,serinus,0.56,14.6
Serinus,serinus,0.66,16
Serinus,serinus,0.6,16.45
Serinus,serinus,0.72,17.9
Mergus,serrator,5.289,770
Mergus,serrator,5.67,706
Mergus,serrator,5.161,1040
Mergus,serrator,5.262,1100
Mergus,serrator,4.572,1119.5
Mergus,serrator,5.27,1190
Mergus,serrator,5.55,1380
Sialia,sialis,1.281,34
Sialia,sialis,1.392,29
Uragus,sibiricus,0.68,9.553
Uragus,sibiricus,0.588,19.377
Uragus,sibiricus,0.68,13.3
Uragus,sibiricus,0.591,14.7
Sporophila,simplex,0.56,9.4
Carduelis,sinica x Serinus canaria,0.547,17.547
Chalcopsitta,sintillata,4.581,145.007
Cardinalis,sinuatus,1.278,30.959
Cardinalis,sinuatus,1.271,20.042
Cardinalis,sinuatus,1.358,23.833
Phigys,solitarius,2.167,67.518
Aratinga,solstitialis,4.041,103.05
Anisognathus,somptuosus,1.3,42.9
Gallus,sonneratii,2.7,461.351
Gallus,sonneratii,2.77,321
Gallus,sonneratii,3.85,1012
Gallus,sonneratii,3.38,818
Pitta,sordida,1.28,59.1
Pitta,sordida,1.15,45.6
Pitta,sordida,1.27,45.4
Pitta,sordida,1.27,45.4
Pitta,sordida,1.207,38.129
Pitta,sordida,1.34,63.4
Aythya,sp.,5.569,956
Chloropsis,sp.,0.72,21.2
Lonchura,sp.,0.54,9.55
Serinus,sp.,0.532,13.827
Serinus,sp.,0.532,13.827
Falco,sparverius,2.51,112
Falco,sparverius,2.75,75
Somateria,spectabilis,7.838,1200
Somateria,spectabilis,7.3,1800
Lonchura,spectabilis,0.47,7.8
Lonchura,spectabilis,0.5,7.95
Parus,spilonotus,0.8,17.643
Parus,spilonotus,0.906,17.452
Carduelis,spinoides,0.607,16.674
Carduelis,spinoides,0.489,19.581
Vanellus,spinosus,1.653,201.036
Vanellus,spinosus,1.707,182.891
Carduelis,spinus,0.499,11.744
Carduelis,spinus,0.514,13.504
Carduelis,spinus,0.523,12.526
Carduelis,spinus,0.567,13.658
Carduelis,spinus,0.517,11.191
Carduelis,spinus,0.498,10.405
Carduelis,spinus,0.482,13.227
Carduelis,spinus,0.57,13.067
Carduelis,spinus,0.524,11.223
Carduelis,spinus,0.442,13.61
Carduelis,spinus,0.54,8.73
Carduelis,spinus,0.61,13.2
Carduelis,spinus,0.524,13.068
Carduelis,spinus,0.481,11.391
Carduelis,spinus,0.523,11.848
Carduelis,spinus,0.6,12.1
Carduelis,spinus,0.506,14.312
Carduelis,spinus,0.556,10.722
Carduelis,spinus,0.459,11.048
Carduelis,spinus,0.532,10.844
Carduelis,spinus,0.532,10.844
Carduelis,spinus,0.616,14.561
Carduelis,spinus,0.518,12.8
Carduelis,spinus,0.524,14.941
Carduelis,spinus,0.527,16.173
Carduelis,spinus,0.493,14.593
Carduelis,spinus,0.62,12.9
Carduelis,spinus,0.68,12.8
Carduelis,spinus,0.587,15.357
Neophema,splendida,1.256,39.6
Neophema,splendida,1.2,36.1
Neophema,splendida,1.239,36.981
Neophema,splendida,1.242,39.511
Neophema,splendida,1.02,41.569
Neophema,splendida,1.375,35.97
Aix,sponsa,3.147,330.19
Aix,sponsa,4.85,592.5
Purpureicephalus,spurius,3.8,93.8
Purpureicephalus,spurius,3.2,92.7
Purpureicephalus,spurius,3.6,109.8
Callipepla,squamata,1.143,123.285
Callipepla,squamata,1.088,171.188
Callipepla,squamata,1.5,99
Eos,squamata,4.17,112.5
Pycnonotus,squamatus,0.552,19.367
Pluvialis,squatarola,2.02,239.5
Pluvialis,squatarola,2.18,161.4
Pluvialis,squatarola,2.32,233.2
Pluvialis,squatarola,2.38,280.5
Gavia,stellata,6.12,1530
Gavia,stellata,5.2,984
Gavia,stellata,5.372,1482
Gavia,stellata,6.38,1568
Gavia,stellata,6,1480
Gavia,stellata,4.75,2060
Acrocephalus,stentoreus,0.73,19.75
Geopelia,striata,0.75,48.1
Muscicapa,striata,0.451,13.702
Muscicapa,striata,0.531,16.841
Muscicapa,striata,0.461,16.839
Muscicapa,striata,0.55,14.7
Muscicapa,striata,0.396,12.51
Muscicapa,striata,0.503,15.214
Accipiter,striatus,5.7,520
Colius,striatus,1.23,44.4
Colius,striatus,0.98,58.7
Colius,striatus,1.22,61.3
Colius,striatus,1.16,49.7
Serinus,striolatus,0.744,17.709
Tryngites,subruficollis,0.919,73.024
Serinus,sulphuratus,0.772,13.308
Pitangus,sulphuratus,1.05,55.1
Pitangus,sulphuratus,1.42,74.6
Pitangus,sulphuratus,1.48,80.9
Pitangus,sulphuratus,1.48,80.9
Cacatua,sulphurea,11.742,507
Cacatua,sulphurea,8.2,247.6
Cacatua,sulphurea,10.774,340.315
Tanygnathus,sumatranus,6.5,173
Niltava,sundara,0.709,17.915
Niltava,sundara,0.658,27.245
Niltava,sundara,0.767,24.62
Lamprotornis,superbus,1.447,40.643
Lamprotornis,superbus,1.762,50.95
Lamprotornis,superbus,1.9,41
Lamprotornis,superbus,1.76,56.55
Lamprotornis,superbus,1.9,40.27
Lamprotornis,superbus,1.5,44.6
Lamprotornis,superbus,1.77,45
Lamprotornis,superbus,2.1,48.4
Lamprotornis,superbus,2,52.15
Lamprotornis,superbus,1.9,55.6
Lamprotornis,superbus,1.85,61.1
Polytelis,swainsonii,3.4,155.5
Polytelis,swainsonii,2.942,128.36
Polytelis,swainsonii,3.21,130.2
Polytelis,swainsonii,3.343,85.064
Lophura,swinhoii,3.302,614
Tadorna,tadorna,4.88,676
Tadorna,tadorna,4.329,1340
Tadorna,tadorna,4.888,1295
Tadorna,tadorna,5.546,1512
Tadorna,tadorna,5.16,1410
Agapornis,taranta,1.807,46.18
Agapornis,taranta,1.9,50.9
Agapornis,taranta,1.975,45.28
Crypturellus,tataupa,1.25,215
Lonchura,teerinki,0.53,14.082
Tragopan,temminckii,3.949,651
Tragopan,temminckii,3.632,800
Tragopan,temminckii,3.395,905
Tragopan,temminckii,4.7,1260
Neochmia,temporalis,0.45,8.2
Cacatua,tenuirostris,9.114,490
Tetrao,tetrix,3.7,1430
Tetrao,tetrix,3.47,1360
Tetrao,tetrix,3.668,1180
Cissa,thalassina,3.5,86.6
Colibri,thalassinus,0.19,5.48
Eumyias,thalassinus,0.559,11.001
Eumyias,thalassinus,0.53,11.7
Galerida,theklae,0.92,35.1
Bambusicola,thoracicus,1.58,197
Falco,tinnunculus,4.055,235.791
Falco,tinnunculus,3.774,157.406
Falco,tinnunculus,3.604,201.171
Falco,tinnunculus,3.784,229.7
Falco,tinnunculus,3.869,176.76
Falco,tinnunculus,3.7,272.4
Falco,tinnunculus,3.464,211.535
Falco,tinnunculus,3.893,220.875
Falco,tinnunculus,3.598,190.307
Falco,tinnunculus,3.847,249.069
Falco,tinnunculus,3.891,206.745
Falco,tinnunculus,3.7,146.7
Falco,tinnunculus,3.8,223.3
Falco,tinnunculus,4,150
Falco,tinnunculus,3.82,154
Falco,tinnunculus,3.79,139.7
Falco,tinnunculus,3.646,144.846
Falco,tinnunculus,3.694,191.05
Falco,tinnunculus,3.694,191.05
Falco,tinnunculus,4.006,225.54
Falco,tinnunculus,3.98,153.5
Falco,tinnunculus,3.465,141.975
Falco,tinnunculus,4.239,205.963
Falco,tinnunculus,3.7,193
Falco,tinnunculus,3.838,140.989
Falco,tinnunculus,3.507,194.048
Falco,tinnunculus,3.843,141.72
Falco,tinnunculus,3.7,208.2
Falco,tinnunculus,3.488,199.111
Falco,tinnunculus,3.95,155.3
Falco,tinnunculus,3.512,162.462
Falco,tinnunculus,3.68,192.777
Falco,tinnunculus,3.956,146.398
Falco,tinnunculus,3.873,132.447
Falco,tinnunculus,3.83,191.4
Falco,tinnunculus,4.31,147
Falco,tinnunculus,3.504,231.536
Falco,tinnunculus,3.855,186.585
Falco,tinnunculus,3.776,254.928
Ramphastos,toco,6.01,487
Ramphastos,toco,6.51,471.2
Alca,torda,5.15,832.6
Alca,torda,4.853,508
Alca,torda,4.85,833.2
Saxicola,torquatus,0.471,18.244
Turdus,torquatus,1.694,107.89
Turdus,torquatus,1.888,105.038
Turdus,torquatus,1.693,110.086
Turdus,torquatus,1.697,101.09
Turdus,torquatus,1.7,121.3
Turdus,torquatus,1.834,96.635
Turdus,torquatus,1.788,99.838
Arborophila,torqueola,1.629,184.51
Arborophila,torqueola,2.033,217.3
Jynx,torquilla,3.46,34.6
Jynx,torquilla,0.86,36.45
Jynx,torquilla,0.857,39.585
Jynx,torquilla,0.95,44.1
Jynx,torquilla,0.867,38.311
Jynx,torquilla,0.75,39.5
Jynx,torquilla,0.85,43.5
Jynx,torquilla,0.853,40.956
Jynx,torquilla,0.8,33.3
Jynx,torquilla,0.75,33.2
Tringa,totanus,1.82,139.2
Tringa,totanus,1.376,90.274
Tringa,totanus,1.82,139.2
Tringa,totanus,1.511,97.913
Tringa,totanus,1.3,99.1
Tringa,totanus,1.6,100.65
Steganopus,tricolor,0.603,63.18
Egretta,tricolor,3.45,324.5
Rissa,tridactyla,3.7,282.7
Rissa,tridactyla,3.6,230
Carpodacus,trifasciatus,0.921,36.582
Lonchura,tristissima,0.46,7.3
Lonchura,tristissima,0.52,6.7
Lonchura,tristissima,0.52,6.7
Emberiza,tristrami,0.6,13.335
Anthus,trivialis,0.624,22.35
Anthus,trivialis,0.553,19.23
Phylloscopus,trochilus,0.24,10.35
Phylloscopus,trochilus,0.28,9.6
Phylloscopus,trochilus,0.31,8.6
Phylloscopus,trochilus,0.4,11.9
Phylloscopus,trochilus,0.39,11
Phylloscopus,trochilus,0.305,10.303
Estrilda,troglodytes,0.35,5.3
Troglodytes,troglodytes,0.49,8.4
Troglodytes,troglodytes,0.444,9.068
Troglodytes,troglodytes,0.405,7.376
Troglodytes,troglodytes,0.355,8.67
Troglodytes,troglodytes,0.4,8.9
Troglodytes,troglodytes,0.45,7.75
Troglodytes,troglodytes,0.68,11.4
Troglodytes,troglodytes,0.458,9.942
Troglodytes,troglodytes,0.55,8.15
Troglodytes,troglodytes,0.45,10.6
Troglodytes,troglodytes,0.57,7.8
Troglodytes,troglodytes,0.503,10.075
Troglodytes,troglodytes,0.58,11.15
Troglodytes,troglodytes,0.55,10.6
Troglodytes,troglodytes,0.462,11.239
Troglodytes,troglodytes,0.5,10.844
Troglodytes,troglodytes,0.37,8.72
Troglodytes,troglodytes,0.55,10.3
Troglodytes,troglodytes,0.42,9.67
Troglodytes,troglodytes,0.52,7.8
Troglodytes,troglodytes,0.5,11.2
Troglodytes,troglodytes,0.397,8.111
Troglodytes,troglodytes,0.39,9.1
Troglodytes,troglodytes,0.406,8.236
Troglodytes,troglodytes,0.547,10.781
Troglodytes,troglodytes,0.501,10.41
Troglodytes,troglodytes,0.445,9.748
Pionus,tumultuosus,5.89,156.2
Pionus,tumultuosus,5.89,156.2
Turtur,tympanistria,0.82,79.8
Amazilia,tzacatl,0.1998,4.8
Bonasa,umbellus,2.7,299.3
Scopus,umbretta,3.93,317.5
Scopus,umbretta,4.55,344
Melopsittacus,undulatus,1.02,16
Melopsittacus,undulatus,1.2,20.7
Melopsittacus,undulatus,1.4,28
Sturnus,unicolor,1.83,91.9
Delichon,urbicum,0.73,21.2
Delichon,urbicum,0.59,20.8
Delichon,urbicum,0.426,12.362
Tetrao,urogallus,5.034,2120
Tetrao,urogallus,4.71,1850
Tetrao,urogallus,5.124,4300
Tetrao,urogallus,7.12,3800
Tetrao,urogallus,6.89,3800
Tetrao,urogallus,4.824,5000
Tetrao,urogallus,6.503,4000
Tetrao,urogallus,5.8,3200
Tetrao,urogallus,5.82,5500
Vanellus,vanellus,1.95,187.7
Vanellus,vanellus,2.056,148.836
Vanellus,vanellus,2.281,194.686
Vanellus,vanellus,2.15,179.7
Vanellus,vanellus,2.081,278.263
Vanellus,vanellus,2.28,278.6
Vanellus,vanellus,2.24,215.6
Vanellus,vanellus,2.09,188.5
Vanellus,vanellus,2.05,261
Vanellus,vanellus,1.95,219.7
Vanellus,vanellus,2.368,184.445
Vanellus,vanellus,2.023,191.404
Strix,varia,12.1,676
Strix,varia,12.5,572.5
Psephotus,varius,1.78,46.7
Psephotus,varius,1.78,45.4
Psephotus,varius,1.6,52.2
Psephotus,varius,2.1,45.2
Psephotus,varius,1.6,52.2
Amazona,ventralis,5.99,180.57
Amazona,ventralis,5.669,202.31
Amazona,ventralis,5.838,179.49
Nectarinia,venusta,0.3,4.1
Nectarinia,venusta,0.28,4.9
Nectarinia,venusta,0.29,5.1
Nectarinia,venusta,0.35,5.17
Nectarinia,venusta,0.35,5.17
Nectarinia,venusta,0.3,5.35
Nectarinia,venusta,0.28,5.58
Parus,venustulus,0.51,10.64
Parus,venustulus,0.564,9.959
Parus,venustulus,0.54,10.43
Platycercus,venustus,2.19,112.529
Platycercus,venustus,2.65,83.1
Platycercus,venustus,2.35,86.1
Loriculus,vernalis,0.95,22.22
Loriculus,vernalis,0.95,22.22
Loriculus,vernalis,1.38,26.2
Passerina,versicolor,0.468,10.347
Passerina,versicolor,0.421,14.25
Brotogeris,versicolurus,2.353,57.47
Brotogeris,versicolurus,2.328,66.39
Amazona,vinacea,7.086,349.55
Amazona,vinacea,6.365,319.83
Amazona,vinacea,6.571,261.54
Amazona,vinacea,8.267,293.29
Musophaga,violacea,3.77,365.5
Megalaima,virens,2.153,172.469
Pseudoleistes,virescens,1.82,47.5
Colinus,virginianus,1.1,103.5
Colinus,virginianus,1.23,94
Colinus,virginianus,1.22,99
Colinus,virginianus,1.12,103
Colinus,virginianus,1.37,108
Colinus,virginianus,1.23,114
Colinus,virginianus,1.16,122
Colinus,virginianus,1.22,129
Colinus,virginianus,1.2,132
Colinus,virginianus,1.31,147
Colinus,virginianus,1.35,153
Colinus,virginianus,1.23,95
Colinus,virginianus,1.31,105
Colinus,virginianus,1.22,111.5
Colinus,virginianus,1.18,112
Colinus,virginianus,1.24,139
Colinus,virginianus,1.22,146
Colinus,virginianus,1.16,160
Colinus,virginianus,1.1,103.5
Colinus,virginianus,1.117,102.471
Colinus,virginianus,1.15,96
Colinus,virginianus,1.25,137
Colinus,virginianus,1.2,198.45
Bubo,virginianus,13.7,1177
Bubo,virginianus,13.65,952
Bubo,virginianus,14.42,1232.5
Amazona,viridigenalis,6.18,205.4
Amazona,viridigenalis,7.35,215.9
Calyptomena,viridis,1.32,53.7
Picus,viridis,3.8,155.5
Picus,viridis,4.7,188.5
Picus,viridis,4.55,180
Picus,viridis,4.376,202.853
Turdus,viscivorus,2,101.8
Turdus,viscivorus,1.509,61.895
Turdus,viscivorus,1.648,118.234
Turdus,viscivorus,1.704,102.179
Turdus,viscivorus,1.7,103
Ploceus,vitellinus,0.9,15.1
Haliaeetus,vocifer,12.93,3500
Charadrius,vociferus,1.22,88
Sturnus,vulgaris,1.691,71.05
Sturnus,vulgaris,1.743,80.181
Sturnus,vulgaris,1.7,74.3
Sturnus,vulgaris,1.801,101.275
Sturnus,vulgaris,1.75,99.482
Sturnus,vulgaris,1.686,81.325
Sturnus,vulgaris,1.43,61
Sturnus,vulgaris,1.65,78.675
Sturnus,vulgaris,1.76,77.9
Sturnus,vulgaris,1.693,80.531
Sturnus,vulgaris,1.88,79
Sturnus,vulgaris,1.593,84.72
Sturnus,vulgaris,1.72,87.6
Sturnus,vulgaris,2,80.758
Sturnus,vulgaris,1.739,80.83
Sturnus,vulgaris,1.908,57.642
Sturnus,vulgaris,1.821,79.374
Sturnus,vulgaris,1.705,79.108
Sturnus,vulgaris,1.681,90.878
Sturnus,vulgaris,1.535,56.148
Sturnus,vulgaris,1.792,86.748
Sturnus,vulgaris,1.83,79.2
Sturnus,vulgaris,2.04,82.4
Sturnus,vulgaris,1.8248,58.35
Sturnus,vulgaris,1.8701,57.36
Sturnus,vulgaris,1.57,74.403
Acryllium,vulturinum,4.7,2000
Catreus,wallichi,4.741,1270
Paradoxornis,webbianus,0.505,10.354
Carduelis,xanthogastra,0.442,13.737
Forpus,xanthops,1.3,20.7
Forpus,xanthopterygius,1.05,30.3
Forpus,xanthopterygius,0.98,21
Cyanocorax,yncas,2.209,50.791
Cyanocorax,yncas,2.55,61.4
Erpornis,zantholeuca,0.455,13.783
Ficedula,zanthopygia,0.52,8.4
Ficedula,zanthopygia,0.448,9.161
Barnardius,zonarius,3.43,106
Barnardius,zonarius,3.95,127.51
Barnardius,zonarius,3.06,107.8
Barnardius,zonarius,3.27,116.6
Barnardius,zonarius,5.13,141.4
Barnardius,zonarius,4.1,129.4
Barnardius,zonarius,4.341,131.69
Barnardius,zonarius,3.71,95.5
Barnardius,zonarius,3.28,107.4
Barnardius,zonarius,4.3,114.7
Barnardius,zonarius,3.9,106.5
Barnardius,zonarius,5.211,143.75
