YEAR	FOCAL_DEPTH	EQ_PRIMARY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DAMAGE_MILLIONS_DOLLARS	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED
1905	60	7.5	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  BISMARCK SEA	-4	149	170					
1905	60	7.8	RUSSIA		RUSSIA:  KOMANDORSKY ISLAND	53	164	50					
1905			VANUATU		VANUATU:  MALO PASS	-15.6	167.2	170					
1905			VANUATU		VANUATU:  PORT VILA	-17.7	168.3	170					
1905			VANUATU		VANUATU:  PORT VILA	-17.7	168.3	170					
1906		7.6	USA	AK	ALASKA:  ALEUTIAN ISLANDS	56.85	-153.9	150					
1906	20	7.9	USA	CA	CALIFORNIA:  SAN FRANCISCO	37.67	-122.48	150	700	400	28188	4	
1906	60	7.5	MEXICO		MEXICO:  REVILLA GIGEDO ISLANDS	19	-113.8	150					
1906	25	8.6	ECUADOR		ECUADOR:  OFF COAST	1	-81.5	160	1000			3	
1906			ECUADOR		COLOMBIA-ECUADOR	1	-81	160					
1906	150	7.9	ECUADOR		ECUADOR	-2	-79	160					
1906			COLOMBIA		COLOMBIA: BUENAVENTURA	3.9	-77.033	160					
1906		7.7	COLOMBIA		COLOMBIA	3.5	-76.2	160					
1906		7.7	COLOMBIA		COLOMBIA	4.6	-74	160					
1906		7.7	COLOMBIA		COLOMBIA	4.6	-74	160					
1906	25	8.2	CHILE		CHILE:  SOUTH CENTRAL	-33	-72	160	4000	100			
1906	33	7.9	PERU		PERU:  OFF SOUTH COAST	-18	-71	160					
1906	33		CHILE		CHILE:  ARICA; PERU: TACNA	-18.5	-70.3	160					
1906			VENEZUELA		VENEZUELA:  CARACAS	10.5	-66.917	90					
1906			SAINT LUCIA		SAINT LUCIA:  CASTRIES	14	-61	90					
1906	100	7.9	MARTINIQUE		MARTINIQUE	15	-61	90					
1906		5	GHANA		"GHANA:  HO, AKPAFU, PALIME, MISA, ACCRA; TOGO"	6.5	0.3	10				3	
1906			ITALY		ITALY:  SICILY	38	13.7	130					
1906	15	6.5	ALBANIA		ALBANIA:   ELBASAN	41.1	20	130					
1906		6.8	ETHIOPIA		ETHIOPIA:  SHOA	9	38.4	10					
1906	33	8.3	CHINA		CHINA:  XINJIANG PROVINCE	43.5	85	40	280		2000	4	
1906		5.3	CHINA		CHINA:  YUNNAN PROVINCE	24.6	98.6	30	1			3	
1906		5.5	CHINA		CHINA:  YUNNAN PROVINCE	26.6	104.1	30				3	
1906		7.8	AUSTRALIA		AUSTRALIA:  WEST COAST	-22	109	170					
1906		6.5	CHINA		CHINA:  FUJIAN PROVINCE	24.5	118.5	30				2	
1906		6.5	TAIWAN		TAIWAN:  JIAYI	23.4	120.4	30	15		1794	4	
1906		6.8	TAIWAN		TAIWAN:  JIAYI	23.6	120.5	30	1258		6769	4	
1906	340	8.4	JAPAN		JAPAN:  NEAR S COAST HONSHU	34	138	30					
1906	33	8	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW BRITAIN	-7	149	170				3	
1906		7.2	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  BISMARCK SEA	-4	149	170					
1906	25	7.8	USA	AK	ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS	51.05	179.69	150					
1907			TONGA		TONGA ISLANDS:  S OF TONGA	-21.17	-175.73	170					
1907		7.8	USA	AK	ALASKA:  ALEUTIAN ISLANDS	52.59	-169.73	150					
1907		5.5	USA	AK	ALASKA:  SKAGWAY	59.5	-135.5	150					
1907	60	7.7	MEXICO		MEXICO:  GULF OF CALIFORNIA	28	-112.5	150					
1907	60	8.3	MEXICO		MEXICO:  GUERRERO	17	-100	150	8			3	
1907		6.5	JAMAICA		JAMAICA:  KINGSTON	18.2	-76.8	90	1000	30		3	
1907	150		PERU		PERU	-8.01	-76.79	160					
1907	90	7.6	PERU		PERU	-13.2	-75.4	160					
1907			ITALY		ITALY:  SICILY	38	13.7	130					
1907	33	5.9	ITALY		ITALY:  FERRUZANO	38.133	16.017	130	158			3	
1907	13	6.2	ALBANIA		ALBANIA	41.1	20.1	130					
1907	35	7.4	TAJIKISTAN		TAJIKISTAN:   KARATAG	38.5	67.9	40	12000			3	
1907	50	7.8	INDONESIA		"INDONESIA:  NW SUMATRA:  GUNUNGSITOLi, BARUS"	2	94.5	170				3	
1907			PHILIPPINES		"PHILIPPINES:  N LUZON:  TUGUEGARAO,LAOAG,N ILOCOS"	18	120	170					
1907			INDONESIA		"INDONESIA:  SULAWESI:  LEMO, COLO, ANJA, OLU CONGKO"	-2	121	170			213	3	
1907	500	7.3	INDONESIA		INDONESIA:  TALAUD ISLANDS:  KARAKELONG ISLAND	3	122	170					
1907		7.4	PHILIPPINES		PHILIPPINES:  SE LUZON:  CAMARINES	13.5	123	170					
1907		7.6	PHILIPPINES		PHILIPPINES:  SE LUZON:  CAMARINES	14	123	170	2				
1907			PHILIPPINES		PHILIPPINES:  SE LUZON:  CAMARINES	14	123	170					
1907	200	7.9	INDONESIA		INDONESIA:  DJAILOLO GILOLO	1	127	170					
1907	33	7.4	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  BISMARCK SEA	-3.1	142.5	170					
1907	600	7.9	RUSSIA		RUSSIA:  SEA OF OKHOTSK	51.5	147	50					
1907	60	7.7	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW BRITAIN	-7.5	153.7	170					
1908	33	6.8	USA	HI	HAWAII	19	-155	150					
1908		6	USA	AK	ALASKA:  GULF OF ALASKA	61	-146.2	150					
1908		7.5	MEXICO		MEXICO:  GUERRERO	17	-101	150					
1908	80	8.1	MEXICO		MEXICO:  GUERRERO	18	-99	150					
1908	33	8.2	PERU		PERU:  OFF COAST	-14	-78	160					
1908	40	7	ITALY		"ITALY:  MESSINA, SICILY, CALABRIA"	38.17	15.58	130	78000	116		4	
1908	220	7	AFGHANISTAN		AFGHANISTAN:  HINDU KUSH	36.5	70.5	40					
1908		7.5	MYANMAR (BURMA)		MYANMAR (BURMA):  KACHIN	26.5	97	60					
1908	130	7.5	INDONESIA		SW. SUMATRA	-2	100	170					
1908		7.5	INDONESIA		INDONESIA:  CELEBES SEA	3	123	170					
1908		7.5	PHILIPPINES		PHILIPPINES:  MINDANAO	9	126	170					
1908		6.6	INDONESIA		INDONESIA:  TIMOR	-10	129	170					
1908	40	7.6	RUSSIA		RUSSIA:  KURIL ISLANDS	45	150	50					
1909	550	7.8	FIJI		FIJI ISLANDS	-18	-179	170					
1909		4.7	MEXICO		"MEXICO:  GUERRERO,MICHOACAN"	17	-101.2	150					
1909		7.8	MEXICO		MEXICO:  ACAPULCO	16.8	-99.8	150				3	
1909		7.6	CHILE		CHILE	-26.5	-70.5	160					
1909		6.6	PORTUGAL		"PORTUGAL:  RIBATEJO, BENAVENTE"	38.9	-8.8	130	30			2	
1909			MOROCCO		"MOROCCO:  TETUAN (TETOUAN),ROMARS"	35.6	-5.4	15	100				
1909		6.2	FRANCE		"FRANCE:  VERNEGUES,CHARLEVAL,LA ROQUE D'ANTHERON"	43.7	5.4	120	40				
1909			CAMEROON		CAMEROON:  BUEA	4.2	9.2	10					
1909			ITALY		ITALY:  N	44.5	10.5	130					
1909			ITALY		ITALY:  CENTRAL	43.2	11.5	130					
1909			ITALY		ITALY:  CENTRAL	43.2	11.5	130					
1909	5		ITALY		ITALY:  SICILY	37.7	15.2	130					
1909	4	5.7	GREECE		GREECE:  CHAVARI (ELIS)	37.9	21.5	130					
1909		5.8	TURKEY		"TURKEY:  FOCA,MENEMEN,GUZELHISAR"	38.6	26.9	140	8				
1909		5.8	TURKEY		TURKEY:  KOGLACIK	40.3	29.6	140					
1909		6.3	TURKEY		"TURKEY:  ZARA,IPSALA,KOYULHISAR,ENDERS"	40.2	37.8	140					
1909	33	7.7	IRAN		IRAN:  SILAKOR	33	50	140	5500				
1909	60	7.2	PAKISTAN		PAKISTAN	30	68	60	231				
1909	230	8.1	AFGHANISTAN		AFGHANISTAN:  HINDU-KUSH	36.5	70.5	40					
1909			PAKISTAN		PAKISTAN	35.5	72.5	60	10				
1909	40	7.6	INDONESIA		"INDONESIA:  SW SUMATRA:  KERINTJI, REDJANGLEBONG"	-2	101	170				3	
1909		6.5	CHINA		CHINA:  YUNNAN PROVINCE	24.4	103	30	21			3	
1909		7.3	TAIWAN		TAIWAN:  TAIPEI	25	121.5	30	9		122	3	
1909		7.3	TAIWAN		TAIWAN	24.4	121.8	30	4		14	1	
1909			PHILIPPINES		PHILIPPINES:  MINDANAO:  E	8	127	170					
1909	190	7.9	JAPAN		JAPAN:  KYUSHU	32	131	30					
1909	33	6.9	JAPAN		JAPAN:  OOMI	35.4	136.3	30	41		976	3	
1909		6.7	JAPAN		JAPAN:  CHOSHI	34.5	141.5	30					
1909	80	7.5	JAPAN		JAPAN:  YOKOHAMA	34.5	141.5	30					
1909	100	8	USA TERRITORY	GU	GUAM	12.5	145	170					
1909		7.7	SOLOMON ISLANDS		SOLOMON ISLANDS	-10	165	170					
1909			VANUATU		VANUATU ISLANDS:  ESPIRITU SANTO	-15.5	167.2	170				3	
1909		7.8	USA	AK	ALASKA:  ALEUTIAN ISLANDS	52	175	150					
1910		6.9	MEXICO		MEXICO:  OAXACA	16.8	-95.9	150					
1910	60	7.5	HONDURAS		HONDURAS	17	-85	90					
1910			COSTA RICA		COSTA RICA:  CARTAGO	9.8	-84	100	1750				
1910			COSTA RICA		"COSTA RICA:  CARTAGO, SAN JOSE"	10	-84	100	700				
1910			MOROCCO		MOROCCO:  MELILLA; CANARY I:  PENON DE LA GOMERA	35.3	-2.97	15					
1910	33	6.4	ALGERIA		"ALGERIA:  MASQUERAY,  KABYLIA"	36	4	15	12				
1910	33	5.9	ITALY		ITALY:  CALITRI	40.9	15.4	130					
1910		7.3	ZAMBIA		ZAMBIA	-8	31	10	2				
1910		6.1	TURKEY		"TURKEY:  HACIHAMZA,OSMANCIK,ISKILIP"	40.9	34.6	140					
1910		6.8	CHINA		CHINA:  YELLOW SEA	35	122	30				3	
1910	200	7.8	TAIWAN		TAIWAN	25.5	122.5	30	60		13	1	
1910	60	6.2	PHILIPPINES		PHILIPPINES:  SULU SEA	9	125.5	170					
1910		7.5	INDONESIA		INDONESIA:  TALAUD ISLANDS	4.5	126	170					
1910		6.7	INDONESIA		INDONESIA:  SULAWESI-N. MOLUCCAS ISLANDS	4	127	170					
1910	350	7.4	JAPAN		JAPAN:  HONSHU:  S OF	33	138.5	30					
1910	60	7.5	JAPAN		JAPAN:  HOKKAIDO	42	145	30					
1910		6	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  MATUPI HARBOR	-4.25	152.25	170					
1910	70	7.9	VANUATU		VANUATU ISLANDS:  ESPIRITU SANTO	-16	166	170					
1910	90	7.2	VANUATU		VANUATU ISLANDS:  ESPIRITU SANTO	-14	166.5	170					
1910	33	8	SOLOMON ISLANDS		SOLOMON ISLANDS	-8	167	170					
1910	80	7.5	VANUATU		VANUATU ISLANDS	-20	169	170					
1910	100	7.9	VANUATU		VANUATU ISLANDS	-19	169.5	170					
1911	60	6.9	USA	AK	ALASKA:  PRINCE WILLIAM SOUND	60.5	-149	150					
1911	11	7.9	MEXICO		MEXICO:  MICHOACAN	17.5	-102.5	150	45				
1911	50	7.6	MEXICO		MEXICO:  NEAR COAST OF GUERRERO	17	-100.7	150					
1911		7.3	CHILE		CHILE:  NORTHERN	-20	-72	160					
1911		5	FRANCE		"FRANCE:  NAY,BENEJACQ,ARAMITS,ARROS,GAN,BOSDARROS"	43.2	0.2	120					
1911	1	4.3	ITALY		ITALY:  ETNA	37.7	15.2	130					
1911			ALBANIA		"ALBANIA:  KORCE, STAROVE, POGRADEC, SALXHIJAS"	40.4	20.5	130					
1911		6.7	GREECE		GREECE-ALBANIA	41.1	20.7	130					
1911	50	6.7	IRAN		IRAN:  RAVAR	31.23	57.03	140	700			3	
1911	190	7.6	AFGHANISTAN		AFGHANISTAN:  HINDU KUSH	36	70.5	40					
1911	26	7.4	TAJIKISTAN		"TAJIKISTAN:  USOY, BARCHIDIV, POSOR, NISUR"	38.2	72.8	40	90			3	
1911	25	7.7	KAZAKHSTAN		"KAZAKHSTAN:  ALMA-ATA, TURKESTAN"	43.5	77.5	40	450				
1911		5.5	CHINA		CHINA:  HEBEI PROVINCE	39.8	114.5	30				3	
1911		5.5	CHINA		CHINA:  GUANGDONG PROVINCE	23	115.3	30				3	
1911			PHILIPPINES		PHILIPPINES:  LUZON:  TAAL VOLCANO	14.002	120.993	170				1	
1911	50	7.8	PHILIPPINES		"PHILIPPINES:  MINDANAO:  TALACOGON,DAVAO,BUTUAN"	9	126	170					
1911	160	8	JAPAN		JAPAN:  RYUKYU ISLANDS	28	130	30	12		422	3	
1911	17	7.7	"MICRONESIA, FED. STATES OF"		"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS"	7	137	170					
1911			PAPUA NEW GUINEA		PAPUA NEW GUINEA:  MATUPIT ISLAND	-4.25	152.25	170					
1911	240	7.6	RUSSIA		RUSSIA:  NEAR KAMCHATKA	51.8	156	50					
1912	90	7.5	USA	AK	ALASKA:  ALASKA PENINSULA	57.5	-155	150					
1912			MEXICO		MEXICO:  GUADALAJARA	20.4	-103.2	150					
1912			MEXICO		MEXICO:  ACAMBAY-TIXMADEJE	19.9	-99.9	150					
1912		7.8	MEXICO		"MEXICO:  CENTRAL, ACAMBAY, TIXMADEJE"	19.9	-99.8	150					
1912	30	7	PERU		"PERU:  HUANCABAMBA,CAJAMARCA; ECUADOR:  GUAYAQUIL"	-5.62	-80.413	160				3	
1912	620	7.5	ARGENTINA		ARGENTINA:   SANTIAGO DEL ESTERO PROVINCE	-29	-62.5	160					
1912	60	7.5	ICELAND		ICELAND	64	-20	120					
1912	60	7	GREECE		GREECE:  ASPROGERAKAS (KEPHALLENIA)	38	20.5	130					
1912	60	7.8	TURKEY		TURKEY:  MARMARA SEA	40.5	27.2	140	3000		5540	4	
1912	25	8	MYANMAR (BURMA)		"MYANMAR (BURMA):  MANDALAY, MOGOK, MAYMYO"	21	97	60					
1912			PHILIPPINES		PHILIPPINES:  SORSOGON	12.6	124	170					
1912	50	7.5	"MICRONESIA, FED. STATES OF"		"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS"	7	138	170					
1912	33	6.9	"MICRONESIA, FED. STATES OF"		"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS"	7	138	170					
1912	100	6.6	JAPAN		"SANRIKU, JAPAN"	40.5	142	30					
1913	33	7.6	TONGA		TONGA ISLANDS	-20	-174	170					
1913		6.7	PANAMA		PANAMA: AZUERO PENINSULA	7.1	-80.6	100				1	
1913	50	7.7	ECUADOR		"ECUADOR:  GONZANAMA, SAN PEDRO, MOLLETURE"	-3.4	-79.6	160				3	
1913	33	7.9	PERU		"PERU:  CARAVELI, CHUQUIBAMBA, OCONA, ATICO"	-17	-74	160				3	
1913	30	7	PERU		PERU:  AREQUIPA	-16.6	-73.3	160					
1913	10	6.3	PERU		"PERU:  AMYARAES, ABANCAY, CASAYA, SORAYA"	-14.2	-72.9	160	150			3	
1913			ITALY		"ITALY:  COSENZA,ROGLIANO,BISIGANO"	39.6	16.2	130					
1913		6.8	BULGARIA		BULGARIA:  TIRNOVO	43.5	25.5	110					
1913		5.8	IRAN		IRAN:  TEYHAN	26.8	53.7	140	11				
1913		6	CHINA		CHINA:  SICHUAN PROVINCE	28.4	102.3	30				2	
1913	10	7	CHINA		CHINA:  YUNNAN PROVINCE	24.15	102.45	30	942			4	
1913	15	7.8	INDONESIA		INDONESIA:  SANGIHE ISLAND	5.354	126.121	170	138			3	
1913	60	7.7	PHILIPPINES		PHILIPPINES	9.5	127.8	170					
1913	33	7	PAPUA NEW GUINEA		PAPUA NEW GUINEA	-7	148	170					
1913	120	7.5	RUSSIA		RUSSIA:  KURIL ISLANDS	46	152	50					
1913	60	7.5	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  SOLOMON ISLANDS	-5	154	170					
1913	60	7.7	RUSSIA		RUSSIA:  KURIL ISLANDS	47.5	155.5	50					
1913	230	8.1	VANUATU		VANUATU ISLANDS	-19.5	169	170					
1913	80	7.5	VANUATU		VANUATU ISLANDS	-18	169	170					
1913	33	6.8	NEW ZEALAND		TASMAN SEA	-41.8	171.5	170				1	
1914	150	7.5	MEXICO		MEXICO:  CHIAPAS	16.8	-92.2	150					
1914	10	5.8	ECUADOR		ECUADOR:  MONTE PULLERINA	-0.2	-78.2	160					
1914	33		PERU		PERU:  CALLAO	-12	-76.6	160					
1914			PERU		"PERU:  CARAVELI,NAZCA,ICA,ATICO"	-15.5	-73.2	160					
1914			PERU		"PERU:  PARARCA,PAYSA,COLTA,OYALA"	-15.2	-73.2	160	34				
1914	33	7.6	CHILE		CHILE:  OFF CENTRAL COAST	-35	-73	160					
1914	130	7.2	PERU		PERU:  AREQUIPA	-17	-72	160					
1914			ITALY		ITALY:  LIGURIAN COAST	43.5	10.2	130					
1914		4.9	ITALY		"ITALY:  CATANIA,ETNA"	37.7	15.2	130	120		223	3	
1914	30	6.3	GREECE		GREECE:  LEUKAS ISLAND	38.8	20.6	130	14			3	
1914		6	GREECE		GREECE:  THEBES	38.25	23.25	130					
1914		7	TURKEY		"TURKEY:  BURDUR, KILINC, KECIBORLU, ISPARTA"	37.82	30.27	140	4000		17000	4	
1914		5.6	TURKEY		TURKEY:  GEMEREK	39.2	36	140					
1914		7.5	CHINA		CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE(SINKIANG)	43.5	91.5	40	1			2	
1914	35	7.6	INDONESIA		INDONESIA:  SUMATERA	-3.924	101.82	170	20			1	
1914		7.1	JAPAN		JAPAN:  SAKURIJIMA	31.58	130.67	30	29		120	3	
1914	60	7.6	PALAU		"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS"	6	132.5	170					
1914	15	8.1	INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAPEN	-1.829	136.943	170				3	
1914	33	7.2	JAPAN		JAPAN:  SENHOKU	39.2	139.8	30	94		640	3	
1914	110	8.1	JAPAN		JAPAN:  VOLCANO ISLANDS	22	143	30					
1914			NEW ZEALAND		NEW ZEALAND:  NORTH ISLAND	-37.8	178.2	170	1				
1915		7.6	USA	NV	NEVADA:  PLEASANT VALLEY	40.5	-117.5	150					
1915		6.2	USA	CA	CALIFORNIA:  EL CENTRO	32.8	-115.5	150	6	0.9			
1915	80	7.9	EL SALVADOR		EL SALVADOR	14	-89	100					
1915		6.6	EL SALVADOR		"EL SALVADOR:  AHUACHAPAN,ATACO,APANECA"	14.56	-88.76	100				3	
1915	160	7.6	PERU		PERU:  S	-18.5	-68.5	160					
1915	10	7.5	ITALY		"ITALY:  MARSICA, AVEZZANO, ABRUZZI"	42	13.5	130	29978	60			
1915	14	6.7	GREECE		"GREECE:  KEFALLONIA ISLAND, ITHACA ISLAND"	38.5	20.7	130				3	
1915		7	CHINA		CHINA:  TIBET (XIZANG PROVINCE)	29.5	91.5	40	170			3	
1915		6.4	PHILIPPINES		PHILIPPINES:  W. LUZON ISLAND	18	119.5	170					
1915			PHILIPPINES		"PHILIPPINES:  SABTAN,BATAN"	11.3	122.3	170					
1915	60	7.7	JAPAN		JAPAN:  SW RYUKYU ISLANDS	23.6	123.5	30					
1915			INDONESIA		INDONESIA:  KAIMANA	-3.644	133.695	170					
1915		6	INDONESIA		INDONESIA:  NW. IRIAN JAYA	-1	136	170					
1915	60	7.8	JAPAN		JAPAN:  NEAR E COAST HONSHU	38.3	142.9	30					
1915	25	8.1	RUSSIA		RUSSIA:  KURIL ISLANDS	47	155	50					
1915	20	7.3	RUSSIA		RUSSIA:  OFF KAMCHATKA	53.5	163.3	50					
1916	170	7.5	USA	AK	ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS	53.3	-170	150					
1916	60	7.5	NICARAGUA		NICARAGUA:  OFF COAST	11	-86	100					
1916	25	7	PANAMA		"PANAMA:  ALMIRANTE, BOCAS DEL TORO"	9.6	-82	90		0.025			
1916	180	7.5	BOLIVIA		BOLIVIA-NORTHERN CHILE	-21	-68	160					
1916	80	7.2	DOMINICAN REPUBLIC		DOMINICAN REPUBLIC:  SANTO DOMINIGO	18.5	-68	90					
1916	0		VENEZUELA		VENEZUELA: OCUMARE DE LA COSTA DE ORO	10.46	-67.77	90					
1916	600	7.5	ARGENTINA		ARGENTINA	-28.5	-63	160					
1916	11	4.9	SLOVENIA		BALKANS NW:  SLOVENIA:  GORNJI GRAD	46.3	14.6	130					
1916		5.1	ITALY		ITALY:  STROMBOLI ISLAND	38.817	15.233	130					
1916	33	7.8	TURKEY		TURKEY	41	37	140					
1916	33	7.7	NEPAL		NEPAL; TIBET (XIZANG PROVINCE)	30	81	60					
1916	100	7.3	INDONESIA		INDONESIA	-9	113	170			340	3	
1916		6.5	TAIWAN		TAIWAN	23.7	120.9	30	180		614	3	
1916		6	TAIWAN		TAIWAN	24	121	30	1		97	2	
1916			PHILIPPINES		"PHILIPPINES:  PANAY:  PANAY,MAASIN"	11.1	122.3	170					
1916	33	8	JAPAN		JAPAN:  DUDA	29.5	131.5	30					
1916	16	8.1	INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA	-3	135.5	170					
1916	30	8.1	INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA	-3	136	170					
1916	60	7.8	JAPAN		JAPAN:  OFF EAST COAST HONSHU	33	141	30					
1916	60	7.5	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  N COAST	-4	144.5	170					
1916	35	7.9	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  SOLOMON ISLANDS	-4.739	152.548	170				1	
1916	60	7.7	RUSSIA		RUSSIA:  KURIL ISLANDS	46.5	160	50					
1916	60	7.7	USA	AK	ALASKA:  ALEUTIAN ISLANDS	48.5	178.5	150					
1917	60	7.5	KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS:  S OF	-29	-177.5	170					
1917		8	KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS	-29.2	-177	170					
1917	25	8.3	SAMOA		SAMOA ISLANDS	-15.5	-173	170					
1917		7.9	USA	AK	ALASKA:  ALASKA PENINSULA	54.79	-169.12	150					
1917	33	7.7	MEXICO		MEXICO:  NEAR OAXACA COAST	15	-97	150					
1917		6	GUATEMALA		GUATEMALA:  GUATEMALA CITY	14.6	-90.6	100	2650				
1917		6.7	EL SALVADOR		EL SALVADOR:  SAN SALVADOR	13.82	-89.31	100				3	
1917	40	7.3	COLOMBIA		"COLOMBIA:  BOGOTA, UBAQUE, SOACHA, CAQUEZA"	4	-74	160	6			1	
1917	33	5.5	ITALY		ITALY:  CITERNA	43.5	12.1	130					
1917			ITALY		ITALY:  CENTRAL	42.5	12.7	130					
1917			ITALY		ITALY:  S	41.7	13.6	130					
1917			ITALY		ITALY:  CENTRAL	43.6	13.7	130					
1917	13	5.6	SLOVENIA		BALKANS NW:  SLOVENIA:  BREZICE	45.9	15.6	130					
1917	33	6.8	CHINA		CHINA:  YUNNAN PROVINCE	28	104	30	1800			4	
1917		6.6	INDONESIA		INDONESIA:  BALI	-7	116	170	1500			2	
1917		6.3	CHINA		CHINA:  ANHUI PROVINCE:	31.3	116.2	30				3	
1917		6.5	CHINA		CHINA:  FUJIAN PROVINCE: OFF COAST	24.47	118.08	30					
1917		6.3	TAIWAN		TAIWAN:  PULI	23.9	120.9	30	54		130	3	
1917	33	5.8	TAIWAN		TAIWAN	23.2	121.6	30					
1917	60	7.7	TAIWAN		TAIWAN:  NE OF TAIWAN	25	123	30					
1917		6.4	PHILIPPINES		"PHILIPPINES:  S MINDANAO:  GLAN,GLAN PADIDU,TUYAN"	6	125	170	7			2	
1917	100	7.8	INDONESIA		INDONESIA:  BANDA SEA	-7.5	128	170					
1917	460	7.5	CHINA		CHINA:  JILIN PROVINCE	42.5	131	30					
1917		7.7	PAPUA NEW GUINEA		PAPUA NEW GUINEA	-3	143.5	170					
1917	40	7.8	RUSSIA		RUSSIA:  KAMCHATKA	56.5	163	50					
1918		6.8	USA	CA	CALIFORNIA	33.7	-117	150		0.2			
1918			GUATEMALA		GUATEMALA:  GUATEMALA CITY	14	-90	100					
1918	80	7.9	CHILE		CHILE:  NORTHERN	-28.5	-71.5	160					
1918		7.8	CHILE		CHILE:  COPIAPO	-26	-71	160				3	
1918			USA TERRITORY	PR	PUERTO RICO	18.2	-68.2	90					
1918	60	7.3	USA TERRITORY	PR	PUERTO RICO:  MONA PASSAGE	18.5	-67.5	90		4			
1918			USA TERRITORY	PR	PUERTO RICO	18.5	-67.5	90					
1918			IRAN		IRAN:  BAJESTAN	34.5	58.2	140					
1918	60	7.6	BANGLADESH		BANGLADESH:  SRIMANGAL	24.5	91	60					
1918		5.5	CHINA		CHINA:  YUNNAN PROVINCE	26.9	103	30					
1918	23	7.3	CHINA		CHINA:  GUANGDONG PROVINCE	23.5	117.2	30	2000			4	
1918			PHILIPPINES		"PHILIPPINES:  BATANES:  IVANA,SABTAN,SAN VICENTE"	20.4	121.95	170				2	
1918	33	8.3	PHILIPPINES		PHILIPPINES:  MINDANAO:  COTABATO	5.5	123	170	46				
1918	120	7.5	PHILIPPINES		PHILIPPINES:  MINDANAO	6.5	126.5	170					
1918	190	8.1	INDONESIA		INDONESIA:  BANDA SEA	-7	129	170					
1918	350	7.7	RUSSIA		RUSSIA:  E COAST OF	45.4	136.5	50					
1918	60	7.5	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  N COAST	-3.5	142.5	170					
1918	25	7.8	RUSSIA		RUSSIA:  KURIL ISLANDS	44.5	151.5	50					
1918	33	8.3	RUSSIA		RUSSIA:  KURIL ISLANDS	45.5	151.5	50					
1919	180	8.3	FIJI		FIJI ISLANDS	-19.5	-176.5	170					
1919	25	8.1	TONGA		TONGA ISLANDS	-18.352	-172.515	170					
1919		5.9	EL SALVADOR		EL SALVADOR:  SAN SALVADOR	13.69	-89.19	100					
1919	20	6.6	NICARAGUA		NICARAGUA:  GULF OF FONSECA	12.33	-88.291	100					
1919	33	6.2	ITALY		ITALY:  N	44	11.5	130					
1919			ITALY		ITALY:  CENTRAL	43.5	12.1	130					
1919	10	5.6	ITALY		ITALY:  TYRRHENIAN SEA	41.4	12.6	130					
1919			ITALY		ITALY:  S	41.6	14.2	130					
1919			GREECE		"GREECE-ALBANIA:  IOANNINA,KONITSA"	39.4	20.5	130					
1919			PHILIPPINES		"PHILIPPINES:  NW PANAY, SW TABLAS, CARABAO I"	12	122	170					
1919	33	7.4	PHILIPPINES		PHILIPPINES:  MINDANAO ISLAND	8	126	170					
1919			INDONESIA		INDONESIA:  IRIAN JAYA REGION	-2.55	140.75	170				1	
1919	60	7.6	JAPAN		JAPAN:  OFF EAST COAST HONSHU	40.5	145.5	30					
1919	35	7.8	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  SOLOMON ISLANDS	-4.852	153.714	170					
1919		6.9	FIJI		"FIJI ISLANDS:  RABI,TUNULOA MISSION,SUVASAVU"	-16.5	180	170					
1920		7.8	MEXICO		"MEXICO:  VERACRUZ: COZAUTLAN, PUEBLA: PATLANALA"	19.26	-96.97	150	648				
1920	15	7	CHILE		CHILE:  OFF COAST CENTRAL	-38	-73.5	160				2	
1920	10	6	ARGENTINA		ARGENTINA:  MENDOZA	-32.7	-68.4	160	400			3	
1920	10	5.8	ITALY		"ITALY:  CARRARA,GARFAGNANA"	44.3	10.3	130	1400				
1920		5.6	ALBANIA		"ALBANIA:  ELBASAN, PEQIN"	40.5	19.5	130				3	
